spot_id,pattern_id,classification,actionable,severity,evidence_text,structured_context,reason
2237,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
2238,NV_road_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2238,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2239,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2242,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
2243,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2245,S003,ambiguous,False,low,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Recién remodelado con acabados modernos.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2246,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2247,NV_market_demand,not_verifiable,False,low,Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2248,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
2249,NV_near_shopping_centers,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2249,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2251,NV_transit_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2252,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2254,NV_near_shopping_centers,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2254,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2255,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2255,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2256,NV_transit_access,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2256,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2256,NV_all_services,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2257,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2258,NV_near_shopping_centers,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2259,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2259,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2260,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2260,NV_transit_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2261,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2261,NV_road_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2263,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2264,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2265,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2266,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2266,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2267,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2268,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2272,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos. Fácil acceso a transporte público y avenidas principales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2272,NV_transit_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2274,NV_near_shopping_centers,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2275,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2276,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2276,NV_transit_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2277,NV_all_services,not_verifiable,False,low,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
2279,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2280,S003,ambiguous,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2280,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
2280,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
2281,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2282,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ideal para oficinas corporativas o centro de distribución. Amplio espacio con buena iluminación natural.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2284,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2285,NV_transit_access,not_verifiable,False,low,Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2287,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2287,NV_road_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2287,NV_market_demand,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2288,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2288,NV_all_services,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2289,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2290,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2290,NV_all_services,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2291,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2295,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2295,NV_all_services,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2297,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2298,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
2299,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2299,S003,ambiguous,False,low,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2299,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2300,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2301,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2302,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2303,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2305,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2305,NV_all_services,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2306,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2307,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2307,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2308,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
2308,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
2310,S001,semantic_cross_field_mismatch,True,medium,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2310,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2312,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2312,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2313,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
2314,NV_road_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2319,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2320,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2320,NV_near_shopping_centers,not_verifiable,False,low,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2322,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2322,NV_transit_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2325,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2325,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2326,NV_all_services,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2327,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2327,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2328,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
2330,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2331,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2331,NV_market_demand,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2331,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2332,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
2334,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2335,NV_market_demand,not_verifiable,False,low,Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2337,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2337,NV_all_services,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2338,NV_road_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2338,NV_transit_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2339,S003,ambiguous,False,low,Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso. Amplio espacio con buena iluminación natural.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2339,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
2340,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
2341,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2342,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2342,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2343,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2343,NV_near_shopping_centers,not_verifiable,False,low,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2344,S003,ambiguous,False,low,Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2344,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2346,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2346,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2347,NV_near_shopping_centers,not_verifiable,False,low,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2348,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2349,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2350,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2351,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2351,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2352,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2353,NV_road_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2353,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2354,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
2354,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
2355,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
2358,NV_transit_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2360,S003,ambiguous,False,low,Recién remodelado con acabados modernos. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2361,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
2362,S001,semantic_cross_field_mismatch,True,medium,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Excelente ubicación con acceso a vías principales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2362,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2362,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2363,S003,ambiguous,False,low,Fácil acceso a transporte público y avenidas principales. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
2363,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
2364,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2364,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2365,NV_road_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2365,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2366,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2366,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2367,S003,ambiguous,False,low,Fácil acceso a transporte público y avenidas principales. Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2367,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
2368,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2369,S001,semantic_cross_field_mismatch,True,medium,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2369,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2370,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2371,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
2373,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2374,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
2375,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
2376,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2377,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
2378,S003,ambiguous,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
2378,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2378,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
2380,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
2381,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
2382,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
2383,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
